movie_id,title,genres,keywords,director,poster_url
846,The X Files,"['Mystery', 'Science Fiction', 'Thriller']","['bomb', 'helicopter', 'secret', 'obsession', 'extraterrestrial technology', 'fbi', 'space marine', 'mutation', 'secret society', 'secret organization', 'secret lab', 'x-files', 'government']",Rob Bowman,https://image.tmdb.org/t/p/w500/yLIw6shz2WC3W3iI0jROsF4B2ha.jpg
9703,The Last Legion,"['Action', 'Adventure', 'Fantasy', 'War']","['roman empire', 'emperor', 'ancient rome', 'western roman empire', 'ancient world', 'julius caesar']",Doug Lefler,https://image.tmdb.org/t/p/w500/k2jaEoOsTEMqSskBJm3gfcuxNEc.jpg
857,Saving Private Ryan,"['Drama', 'History', 'War']","['war crimes', 'self sacrifice', 'war veteran', 'world war ii', 'war ship', 'airplane', 'bravery', 'normandy', 'parachute', 'troops', 'waffen ss', 'omaha beach', 'army', 'cowardice', 'american flag', 'war memorial', 'deserted town', 'military', '1940s']",Steven Spielberg,https://image.tmdb.org/t/p/w500/uqx37cS8cpHg8U35f9U5IBlrCV3.jpg
136797,Need for Speed,"['Action', 'Crime', 'Drama', 'Thriller']","['street race', 'super cars', 'super speed', 'car', 'based on video game', 'duringcreditsstinger', '3d']",Scott Waugh,https://image.tmdb.org/t/p/w500/45D153Bk0bNwonV1w5IBBvqssPV.jpg
3981,What Women Want,"['Comedy', 'Romance']","['women', 'telepathy', 'supernatural powers', 'advertising executive', 'woman director']",Nancy Meyers,https://image.tmdb.org/t/p/w500/eqkBEMDk1316Yx5wVoabWY07JAi.jpg
425,Ice Age,"['Animation', 'Comedy', 'Family', 'Adventure']","['human evolution', 'parents kids relationship', 'squirrel', 'ice', 'loss of child', 'mammoth', 'sloth', 'dying and death', 'stone age', 'prehistoric', 'saber-toothed tiger', 'cavemen', 'prehistoric creature', 'prehistoric adventure', 'prehistoric times', 'prehistoric man']",Chris Wedge,https://image.tmdb.org/t/p/w500/gLhHHZUzeseRXShoDyC4VqLgsNv.jpg
6171,Dreamcatcher,"['Drama', 'Horror', 'Science Fiction', 'Thriller']",['religion and supernatural'],Lawrence Kasdan,https://image.tmdb.org/t/p/w500/lLhvwLNU4pLgvaNREVFaQ4n3lCf.jpg
72976,Lincoln,"['History', 'Drama']","['usa president', 'speech', 'battlefield', 'family conflict', 'mourning', 'american civil war', 'cultural conflict', 'based on true events', 'battle of gettysburg', 'secession', 'presidential cabinet', 'gettysburg address', 'conflagration', 'ethical dilemma', 'emancipation', 'abraham lincoln']",Steven Spielberg,https://image.tmdb.org/t/p/w500/tQ1dt9FN0rnataPVF7UHJT4lxlM.jpg
603,The Matrix,"['Action', 'Science Fiction']","['saving the world', 'artificial intelligence', 'man vs machine', 'philosophy', 'prophecy', 'martial arts', 'self sacrifice', 'fight', 'insurgence', 'virtual reality', 'dystopia', 'truth', 'cyberpunk', 'woman director', 'messiah', 'gnosticism']",Lilly Wachowski,https://image.tmdb.org/t/p/w500/aOIuZAjPaRIE6CMzbazvcHuHXDc.jpg
568,Apollo 13,['Drama'],"['moon', 'florida', 'nasa', 'spaceman', 'race against time', 'houston', 'based on true story', 'space', 'rescue', 'survival', 'disaster', 'explosion', 'astronaut', 'imax', 'saturn v rocket', 'courage', 'hypothermia', 'apollo program', 'cape kennedy', 'lunar mission', 'spacecraft accident']",Ron Howard,https://image.tmdb.org/t/p/w500/tVeKscCm2fY1xDXZk8PgnZ87h9S.jpg
9021,The Santa Clause 2,"['Fantasy', 'Comedy', 'Family']","['holiday', 'christmas party', 'home', 'santa claus', 'magic', 'toy', 'wish', 'son', 'sequel', 'saving christmas', 'christmas']",Michael Lembeck,https://image.tmdb.org/t/p/w500/2EAMkz0z1pbr9weOY1Y7buy2AxV.jpg
82695,Les Misérables,"['Drama', 'Music', 'Romance']","['france', 'robbery', 'brothel', 'mayor', 'star', 'musical', 'arrest', 'army', 'rebellion', 'wedding', 'falling in love', 'corpse', 'parole', 'convict', 'girl disguised as boy']",Tom Hooper,https://image.tmdb.org/t/p/w500/6CuzBs2Lb8At7qQr64mLXg2RYRb.jpg
9489,You've Got Mail,"['Comedy', 'Romance']","['romantic comedy', 'online dating', 'woman director']",Nora Ephron,https://image.tmdb.org/t/p/w500/e2uVtH6TpMfUl7WeOM70ezkcjsU.jpg
12133,Step Brothers,['Comedy'],"['becoming an adult', 'autonomy', 'childhood trauma', 'hostility', 'step brother', 'slacker', 'man child', 'aftercreditsstinger', 'duringcreditsstinger']",Adam McKay,https://image.tmdb.org/t/p/w500/nvggBbEraUTAVR6ffP3AaBUWSHs.jpg
9342,The Mask of Zorro,"['Action', 'Adventure']","['california', 'spy', 'hero', 'horseback riding', 'sword fight', 'revenge']",Martin Campbell,https://image.tmdb.org/t/p/w500/bdMufwGDDzqu4kTSQwrKc5WR4bu.jpg
41733,Due Date,"['Comedy', 'Drama']","['highway', 'slacker', 'hitchhiker', 'wallet', 'sunglasses', 'rest stop', 'vicodin', 'waffle']",Todd Phillips,https://image.tmdb.org/t/p/w500/sBxWS09pOOyXZ0dcnqfqqCAQGan.jpg
227306,Unbroken,"['Drama', 'War']","['world war ii', 'prisoners of war', 'biography', 'sport', 'war', 'athlete', 'woman director', 'olympic athlete']",Angelina Jolie,https://image.tmdb.org/t/p/w500/vAlHUjHwLWMV5mg4epGR9WSIfiy.jpg
5551,Space Cowboys,"['Action', 'Adventure', 'Thriller']","['nasa', 'space travel', 'astronaut', 'elderly']",Clint Eastwood,https://image.tmdb.org/t/p/w500/hPzt1bbA1sUDQOl6Vujmyz2hjLN.jpg
9350,Cliffhanger,"['Action', 'Adventure', 'Thriller']","['rocky mountains', 'airplane', 'hijacking', 'suitcase', 'climbing', 'heist', 'money', 'snow', 'mountain climbing', 'mountain']",Renny Harlin,https://image.tmdb.org/t/p/w500/b28DOM54OHb1c7Lsk6Nu7Kwuonj.jpg
9208,Broken Arrow,"['Action', 'Adventure', 'Drama', 'Thriller']","['helicopter', 'river', 'captain', 'underground', 'mexican standoff', 'countdown', 'pilot', 'fistfight', 'canyon', 'major', 'betrayal', 'gunfight', 'train', 'explosion', 'park ranger', 'desert', 'military', 'nuclear device', 'boxing', 'stealth aircraft', 'abandoned mine', 'humvee']",John Woo,https://image.tmdb.org/t/p/w500/iBPMwYYJFvdCBkXrwV75peo5Lz2.jpg
4244,The Kid,"['Fantasy', 'Comedy', 'Family']","['age difference', 'midlife crisis', 'suppressed past', 'self-awareness', 'childhood memory', 'humor', 'changing the past or future']",Jon Turteltaub,https://image.tmdb.org/t/p/w500/kMRZhiF08nDiO5aRb81Np5a4d6p.jpg
1852,World Trade Center,"['Drama', 'History', 'Thriller']","['terror', 'runaway', 'alarm clock', 'hero', 'firemen', 'fire engine', 'war on terror', 'rescue', 'marine', 'hospital', 'trapped', 'rubble', 'rescue team']",Oliver Stone,https://image.tmdb.org/t/p/w500/bfTiVc8kxq8uRXeblV3Ct35APGu.jpg
11820,Mona Lisa Smile,"['Drama', 'Romance']","['faculty', 'art history', 'rowing', 'school nurse', 'femininity', 'teacher hero', 'womens issues']",Mike Newell,https://image.tmdb.org/t/p/w500/bg0VKsXnLjIZ0cHmZHZLs9gzrvm.jpg
76493,The Dictator,['Comedy'],['kurdish'],Larry Charles,https://image.tmdb.org/t/p/w500/n0W7kajF4GFMRk2c0wWwMQqTaDM.jpg
345,Eyes Wide Shut,"['Mystery', 'Drama']","['life and death', 'sexual obsession', 'free love', 'heterosexual', 'christmas party', 'eroticism', 'orgy', 'masked ball', 'marijuana', 'illegal prostitution']",Stanley Kubrick,https://image.tmdb.org/t/p/w500/knEIz1eNGl5MQDbrEAVWA7iRqF9.jpg
196867,Annie,"['Comedy', 'Drama', 'Family']","['musical', 'orphan', 'foster child']",Will Gluck,https://image.tmdb.org/t/p/w500/aKAM9V0izx4VhsdyAdBvAB26UCZ.jpg
256591,Focus,"['Romance', 'Comedy', 'Crime', 'Drama']","['seduction', 'con man', 'femme fatale', 'deception', 'rivalry', 'con artist']",Glenn Ficarra,https://image.tmdb.org/t/p/w500/lOzGWjceYTd0kd5HyX7Ch46O9kh.jpg
59962,This Means War,"['Action', 'Comedy', 'Romance']","['love triangle', 'friendship', 'dating', 'sushi bar', 'exploding airplane', 'online dating', 'stable', 'karate class', 'dog shelter']",McG,https://image.tmdb.org/t/p/w500/7d1hwECRc1NZlGfAeYE42ki7Fem.jpg
36648,Blade: Trinity,"['Science Fiction', 'Action', 'Horror', 'Thriller', 'Adventure', 'Fantasy']","['fbi', 'dracula', 'fistfight', 'vampire hunter', 'superhero', 'based on comic book', 'martial arts master', 'motorcycle', 'katana sword', 'blade', 'loss of friend', 'super villain', 'vampire slayer', 'fast motion scene', 'female vampire']",David S. Goyer,https://image.tmdb.org/t/p/w500/6f7iXvPOnf83MaLB1JmPzUor1rr.jpg
1880,Red Dawn,"['Action', 'Thriller']","['guerrilla', 'colorado', 'invasion', 'anti-communism', 'near future', 'red army']",John Milius,https://image.tmdb.org/t/p/w500/a2GkHcioc2QEFJbQk1NTB85u3vD.jpg
9440,Primary Colors,"['Comedy', 'Drama']","['white house', 'usa president', 'presidential election', 'scandal', 'george w. bush', 'extramarital affair']",Mike Nichols,https://image.tmdb.org/t/p/w500/RXEgVSEBkMnV8LkEGkBpuz3mkD.jpg
71679,Resident Evil: Retribution,"['Action', 'Horror', 'Science Fiction']","['mutant', 'dystopia', 'sequel', 'conspiracy', 'tokyo japan', 'zombie', 'based on video game', 'moscow', 'hand to hand combat', 'virus', 'plague', 'pandemic', 'mega corporation']",Paul W.S. Anderson,https://image.tmdb.org/t/p/w500/ohdUDWVlcbuWphaLu6wS91xdJ73.jpg
10483,Death Race,"['Action', 'Thriller', 'Science Fiction']","['car race', 'dystopia', 'matter of life and death', 'prison guard', 'car set on fire', 'escape from prison', 'exploding building', 'vehicle combat', 'car crash', 'violence']",Paul W.S. Anderson,https://image.tmdb.org/t/p/w500/5A79GeOb3uChQ0l0ZDjDyODKQp3.jpg
11412,The Long Kiss Goodnight,"['Crime', 'Action', 'Mystery', 'Thriller']","['assassination', 'amnesia', 'hostage', 'chase', 'dark comedy', 'teacher', 'escape', 'single mother', 'timebomb', 'candlelight vigil', 'rogue agent', 'street shootout', 'ex cia agent', 'christmas parade']",Renny Harlin,https://image.tmdb.org/t/p/w500/yREdXX5lMFUKhTvb0ofI7mzUHlR.jpg
11983,Proof of Life,"['Action', 'Adventure', 'Drama', 'Romance', 'Thriller']","['hostage', 'new love', 'suspense', 'agent']",Taylor Hackford,https://image.tmdb.org/t/p/w500/yw8x2i3vaHZZzpvqvF75E8q2N6M.jpg
6795,Zathura: A Space Adventure,"['Family', 'Fantasy', 'Science Fiction', 'Adventure']","['adventure', 'house', 'alien', 'giant robot', 'outer space', 'astronaut']",Jon Favreau,https://image.tmdb.org/t/p/w500/gDb5BW2NLqZ9cvg9nyzkZVvmgze.jpg
550,Fight Club,['Drama'],"['support group', 'dual identity', 'nihilism', 'rage and hate', 'insomnia', 'dystopia', 'violence']",David Fincher,https://image.tmdb.org/t/p/w500/jSziioSwPVrOy9Yow3XhWIBDjq1.jpg
11170,We Are Marshall,['Drama'],"['american football', '1970s', 'trainer', 'college', 'sport']",McG,https://image.tmdb.org/t/p/w500/5PSiExbg6Fm8MiPJOikBCOcZFnd.jpg
9292,Hudson Hawk,"['Action', 'Adventure', 'Comedy']","['vatican', 'leonardo da vinci', 'painting', 'master thief']",Michael Lehmann,https://image.tmdb.org/t/p/w500/2AiR7HZuIOUdJp6LYOEOA8z7pF3.jpg
10783,Lucky Numbers,"['Action', 'Adventure', 'Comedy', 'Crime', 'Romance', 'Thriller']","['weather forecast', 'tv station', 'weather', 'lottery', 'wettermann', 'debt', 'woman director']",Nora Ephron,https://image.tmdb.org/t/p/w500/glmBnEtrmtMypPyg8DiwPZja3Vj.jpg
100241,"I, Frankenstein","['Horror', 'Thriller']","['soul', 'queen', 'anti hero', 'fantasy', 'prince', 'supernatural', 'frankenstein', 'good vs evil', 'gargoyles', 'fighting', 'demon', 'dark', 'imax', '3d']",Stuart Beattie,https://image.tmdb.org/t/p/w500/a53tIl4k20zCZCNyq73kiXkwWkl.jpg
257,Oliver Twist,"['Crime', 'Drama', 'Family']","['london england', 'child abuse', 'street gang', 'runaway', 'child labour', ""children's home"", 'orphanage', 'thief', 'violence', 'good and bad', 'child']",Roman Polanski,https://image.tmdb.org/t/p/w500/zhPdYZ3x2uanhM1SyBj4CuL6hSa.jpg
9947,Elektra,"['Action', 'Fantasy']","['martial arts', 'based on comic book', 'female assassin', 'spin off']",Rob Bowman,https://image.tmdb.org/t/p/w500/gC6s6NKHneSrOKyQZnUMb443RKU.jpg
189,Sin City: A Dame to Kill For,"['Crime', 'Thriller']","['detective', 'dystopia', 'dominatrix', 'murder', 'suspense', 'twins', 'based on graphic novel', 'dark horse comics', 'neo-noir', '3d']",Robert Rodriguez,https://image.tmdb.org/t/p/w500/50kALxDX4mmzIRljbNbPY0u4cie.jpg
12618,Random Hearts,"['Drama', 'Romance']","['infidelity', 'politician', 'airplane crash', 'death', 'death of husband', 'police sergeant', 'death of wife']",Sydney Pollack,https://image.tmdb.org/t/p/w500/k7LoKDWDesvYD7DXDh9Ewlxtcx8.jpg
253412,Everest,"['Adventure', 'Drama']","['mountains', 'snow storm', 'hiking', 'climbing', 'snow', 'death', 'blizzard', 'mountain climbing', 'based on true events', 'mount everest', '3d']",Baltasar Kormákur,https://image.tmdb.org/t/p/w500/2jKOu2bjpLP6NXJcm7Ep14bDGtA.jpg
1427,Perfume: The Story of a Murderer,"['Crime', 'Fantasy', 'Drama']","['paris', 'female nudity', 'prostitute', 'small town', 'obsession', 'orgy', 'bad smell', 'nudity', 'lone wolf', 'lavender', 'nose', 'child prodigy', 'fish market', 'daughter', 'supernatural', 'genius', ""children's home"", 'death', 'perfume']",Tom Tykwer,https://image.tmdb.org/t/p/w500/2wrFrUej8ri5EpjgIkjKTAnr686.jpg
818,Austin Powers in Goldmember,"['Comedy', 'Crime', 'Science Fiction']","['saving the world', 'submarine', 'brother brother relationship', 'clone', 'spy', 'helicopter', 'gold', 'submachine gun', 'asteroid', 'undercover', 'belgium', 'dutch', 'car journey', 'nightclub', 'laser', 'sumo ringer', 'family history', 'auto', 'clowning', 'overweight man', 'conciliation', 'james bond spoof', 'duringcreditsstinger']",Jay Roach,https://image.tmdb.org/t/p/w500/n8V61f1v7idya4WJzGEJNoIp9iL.jpg
16577,Astro Boy,"['Animation', 'Action', 'Family', 'Science Fiction']",['superhero'],David Bowers,https://image.tmdb.org/t/p/w500/6AK3uOHaIbl6EDaytHYe4FinZMu.jpg
329,Jurassic Park,"['Adventure', 'Science Fiction']","['exotic island', 'dna', 'paleontology', 'tyrannosaurus rex', 'triceratops', 'brontosaurus', 'electric fence', 'island', 'dinosaur', 'amusement park', 'theme park', 'jurassic park']",Steven Spielberg,https://image.tmdb.org/t/p/w500/maFjKnJ62hDQ9E66dKqDZgbUy0H.jpg
12160,Wyatt Earp,"['Drama', 'Action', 'Western']","['gunslinger', 'gambling', 'sheriff', 'deputy sheriff', 'wretch', 'wyatt earp', 'historical figure', 'doc holliday']",Lawrence Kasdan,https://image.tmdb.org/t/p/w500/51LItgyecu2KMAtIchYogEykCIu.jpg
9331,Clear and Present Danger,"['Action', 'Drama', 'Thriller']","['assassination', 'spy', 'ambush', 'cia', 'helicopter', 'based on novel', 'usa president', 'sniper', 'fbi', 'colombia', 'drug traffic', 'bomber', 'mission of murder', 'mercenary', 'insurgence', 'coast guard', 'spying', 'war', 'car bomb', 'drug cartel', 'conspiracy', 'shootout', 'infantry', 'violence', 'jack ryan', 'political cover-up']",Phillip Noyce,https://image.tmdb.org/t/p/w500/6xTM8FPxrLRYwz6I3fqtwh7xybs.jpg
300168,Dragon Blade,"['Action', 'Drama', 'Adventure']",[],Daniel Lee,https://image.tmdb.org/t/p/w500/m5yyMErIDbdzVLIDXVBG6EzM1oF.jpg
9072,Little Man,"['Comedy', 'Crime']","['baby', 'adoption', 'married couple', 'small person', 'criminal']",Keenen Ivory Wayans,https://image.tmdb.org/t/p/w500/9KzPw1VN0pMBnq1KIqBaLI8LAB7.jpg
3536,U-571,"['Action', 'Drama', 'Thriller', 'War']","['submarine', 'world war ii', 'north atlantic', 'mission']",Jonathan Mostow,https://image.tmdb.org/t/p/w500/7lc7jXmjQmITnfUBX7nN4kxKKbI.jpg
9087,The American President,"['Comedy', 'Drama', 'Romance']","['white house', 'usa president', 'new love', 'widower', 'wildlife conservation']",Rob Reiner,https://image.tmdb.org/t/p/w500/yObOAYFIHXHkFPQ3jhgkN2ezaD.jpg
12177,The Love Guru,"['Comedy', 'Romance']","['sport', 'ice hockey', 'guru', 'comedy', 'bollywood', 'india', 'spiritualist', 'broken heart', 'self-help', 'stanley cup', 'chastity', 'ashram', 'expert']",Marco Schnabel,https://image.tmdb.org/t/p/w500/sp8AV64ftAZCT9uWfgbCb3olGDW.jpg
12138,3000 Miles to Graceland,"['Action', 'Adventure', 'Comedy', 'Thriller', 'Crime']","['casino', 'submachine gun', 'hold-up robbery', 'elvis', 'reference to elvis presley', 'duringcreditsstinger']",Demian Lichtenstein,https://image.tmdb.org/t/p/w500/nJgr5sGoXnsgZ0EVt80i6X9dQiA.jpg
273248,The Hateful Eight,"['Crime', 'Drama', 'Mystery', 'Western']","['bounty hunter', 'wyoming', 'mountains', 'narration', 'hangman', 'stagecoach', 'blizzard', 'post civil war']",Quentin Tarantino,https://image.tmdb.org/t/p/w500/jIywvdPjia2t3eKYbjVTcwBQlG8.jpg
9955,Blades of Glory,"['Action', 'Comedy', 'Drama']","['competition', 'olympic games', 'sport', 'rivalry', 'ice skating']",Josh Gordon,https://image.tmdb.org/t/p/w500/yclY3zyzrL1MS9b6Eygs9ks0ZTY.jpg
50359,Hop,"['Animation', 'Comedy', 'Family']","[""coup d'etat"", 'slacker', 'easter', 'easter bunny', 'aftercreditsstinger', 'live action and animation']",Tim Hill,https://image.tmdb.org/t/p/w500/2FrDmwXWjRE1zpNP288YncRt5RF.jpg
1271,300,"['Action', 'Adventure', 'War']","['evisceration', 'javelin', 'shield', 'army', 'fall from height', 'ancient world', 's.a.t.', 'minions']",Zack Snyder,https://image.tmdb.org/t/p/w500/h7Lcio0c9ohxPhSZg42eTlKIVVY.jpg
693,Meet the Fockers,"['Comedy', 'Romance']","['cia', 'parents kids relationship', 'florida', 'anti-authoritarian upbringing', 'jew', 'parents-in-law', 'orderly', 'just married', 'sex therapy', 'bad father-in-law', 'family', 'illegitimate son']",Jay Roach,https://image.tmdb.org/t/p/w500/59fXm6N2x7QSbvt6BaBxTNBXGL8.jpg
14306,Marley & Me,"['Comedy', 'Family']","['journalist', 'based on novel', 'puppy', 'dog', 'duringcreditsstinger', 'columnist', 'animal lead']",David Frankel,https://image.tmdb.org/t/p/w500/pnB6hjTKylb0Ve2nUWt16gzkErr.jpg
497,The Green Mile,"['Fantasy', 'Drama', 'Crime']","['southern usa', 'black people', 'mentally disabled', 'based on novel', 'heal', 'death row', 'jail guard', 'great depression', 'prison guard', 'electric chair', 'magic realism', 'healing', 'death row inmate', '1930s']",Frank Darabont,https://image.tmdb.org/t/p/w500/8VG8fDNiy50H4FedGwdSVUPoaJe.jpg
11199,Wild Hogs,"['Action', 'Adventure', 'Comedy']","['midlife crisis', 'road trip', 'politically incorrect', 'motorcycle gang', 'biker film', 'awkwardness', 'travel writer', 'middle age', 'middle aged man']",Walt Becker,https://image.tmdb.org/t/p/w500/qYyPCZcpNGZwbyBo1gwdCiW5hHC.jpg
9982,Chicken Little,"['Animation', 'Family', 'Comedy']","['fish', 'small town', 'space marine', 'chicken', 'alien', 'best friend', 'alien invasion', 'animal', 'duringcreditsstinger', '3d']",Mark Dindal,https://image.tmdb.org/t/p/w500/87FpA4b90eTaw3U6zmCNikoPLir.jpg
210577,Gone Girl,"['Mystery', 'Thriller', 'Drama']","['based on novel', 'marriage crisis', 'disappearance', 'cheating husband', 'missing person', 'search party', 'criminal lawyer', 'wife murder', 'murder suspect', 'missing wife']",David Fincher,https://image.tmdb.org/t/p/w500/ts996lKsxvjkO2yiYG0ht4qAicO.jpg
2501,The Bourne Identity,"['Action', 'Drama', 'Mystery', 'Thriller']","['paris', 'barcelona spain', 'assassin', 'based on novel', 'secret identity', 'amnesia', 'sniper', 'passport', 'mission of murder', 'lovers', 'escape', 'shootout', 'foot chase', 'cell phone', 'car chase', 'multiple identities', 'surveillance camera', 'hamburg germany', 'fishing boat', 'langley virginia', 'safe deposit box', 'flashback', 'hand to hand combat']",Doug Liman,https://image.tmdb.org/t/p/w500/aP8swke3gmowbkfZ6lmNidu0y9p.jpg
710,GoldenEye,"['Adventure', 'Action', 'Thriller']","['cuba', 'falsely accused', 'secret identity', 'computer virus', 'secret base', 'secret intelligence service', 'kgb', 'satellite', 'special car', 'cossack', 'electromagnetic pulse', 'time bomb', 'st. petersburg russia', 'ejection seat', 'red army']",Martin Campbell,https://image.tmdb.org/t/p/w500/z0ljRnNxIO7CRBhLEO0DvLgAFPR.jpg
2275,The General's Daughter,"['Crime', 'Drama', 'Mystery', 'Thriller']","['suicide', 'detective', 'based on novel', 'bondage', 'general', 'paranoia', 'nudity', 'u.s. army', 'investigation', 'politics', 'cover-up', 'murder', 'betrayal', 'conspiracy', 'gang rape', 'father daughter relationship', 'videotape', 'military law']",Simon West,https://image.tmdb.org/t/p/w500/w8CMN81n7SON7ALPMlxZtOzBZB.jpg
37165,The Truman Show,"['Comedy', 'Drama']","['claustrophobia', 'hidden camera', 'dystopia', 'reality show', 'make believe', 'pretend']",Peter Weir,https://image.tmdb.org/t/p/w500/vuza0WqY239yBXOadKlGwJsZJFE.jpg
9837,The Prince of Egypt,"['Adventure', 'Animation', 'Drama', 'Family', 'Music']","['moses', 'egypt', 'pyramid', 'exodus', 'kingdom', 'governance', 'ancient egypt', 'hebrew', 'pharaoh', 'woman director']",Simon Wells,https://image.tmdb.org/t/p/w500/2xUjYwL6Ol7TLJPPKs7sYW5PWLX.jpg
10708,Daddy Day Care,"['Comedy', 'Family']","['competition', 'success', 'kindergarten', 'children', 'unemployment']",Steve Carr,https://image.tmdb.org/t/p/w500/uiey5XUKuPicwpIJMf1OpaOd1jL.jpg
136400,2 Guns,"['Action', 'Comedy', 'Crime']","['undercover', 'undercover agent', 'based on comic book', 'money', 'fugitive', 'bank robbery', 'dea agent']",Baltasar Kormákur,https://image.tmdb.org/t/p/w500/ptURGAFktibhk7DEAbMazlmNqWa.jpg
10992,Cats & Dogs,"['Comedy', 'Family']","['fight', 'governance', 'puppy', 'allergy', '3d']",Lawrence Guterman,https://image.tmdb.org/t/p/w500/wUWoat7L4vvQburQ8pVEJhRG9L5.jpg
9654,The Italian Job,"['Action', 'Crime']","['venice', 'california', 'train station', 'helicopter', 'austria', 'mountains', 'gold', 'subway', 'hacker', 'chase', 'safe', 'remake', 'caper', 'revenge', 'murder', 'heist', 'double crossed', 'fast cars', 'boat chase', 'los angeles', 'explosion', 'convict', 'father daughter relationship', 'car chase', 'tv news', 'hollywood sign', 'television repair', 'mini cooper']",F. Gary Gray,https://image.tmdb.org/t/p/w500/eSkjK4kctyrWpFhxl35GPvSs6tI.jpg
2642,Two Weeks Notice,"['Romance', 'Comedy']","['new york', 'parish hall', 'romantic comedy', 'lawyer', 'billionaire', 'environmental law']",Marc Lawrence,https://image.tmdb.org/t/p/w500/r18hSGAcxWiUysbX6nFShIZyjjP.jpg
8916,Antz,"['Adventure', 'Animation', 'Comedy', 'Family']","['general', 'hero', 'worker', 'ant', 'work', 'assignment', 'war', 'princess', 'soldier', 'individuality', 'friend']",Eric Darnell,https://image.tmdb.org/t/p/w500/lWPjxbUMpAHFkJpZHHNWhQaRsax.jpg
19899,Couples Retreat,"['Comedy', 'Romance']","['island', 'married couple', 'yoga', 'tahiti', 'couples therapy', 'beautiful woman', 'tropical', 'aftercreditsstinger', 'duringcreditsstinger', 'french polynesia', 'polynésie française']",Peter Billingsley,https://image.tmdb.org/t/p/w500/igXVSRZsNX3TZsKrQqSyEJvzHRF.jpg
2119,Days of Thunder,['Adventure'],"['stock-car-race', 'daytona', 'car crash']",Tony Scott,https://image.tmdb.org/t/p/w500/8UvcoeMJag8UWGF8sg7eYspzq0Q.jpg
9641,Cheaper by the Dozen 2,['Comedy'],"['holiday', 'lake', 'big family', 'father', 'labor pain', 'rivalry', 'family holiday']",Adam Shankman,https://image.tmdb.org/t/p/w500/wD68dEtcKuboxd8bhbqiTTxn6cX.jpg
294254,Maze Runner: The Scorch Trials,['Action'],"['based on novel', 'resistance', 'maze', 'post-apocalyptic', 'dystopia', 'infection', 'on the run', 'escape', 'zombie', 'storm', 'disease', 'desert', 'sewer', 'antidote', 'corporation', 'virus', 'runner', 'city ruin', 'immunity']",Wes Ball,https://image.tmdb.org/t/p/w500/mYw7ZyejqSCPFlrT2jHZOESZDU3.jpg
38167,Eat Pray Love,['Drama'],"['indonesia', 'female protagonist', 'india', 'divorce', 'bali']",Ryan Murphy,https://image.tmdb.org/t/p/w500/gjR5zUeMGV6UNqtI0OuzqrLQcjU.jpg
5994,The Family Man,"['Comedy', 'Drama', 'Romance', 'Fantasy']","['workaholic', 'second chance', 'guardian angel', 'christmas', 'career vs family', 'life reprioritizing']",Brett Ratner,https://image.tmdb.org/t/p/w500/9wToOVsKuf0XeKhlauzCa3D8Gui.jpg
39514,RED,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']","['cia', 'retirement', 'shot to death', 'sniper rifle', 'retired', 'female spy', 'alarm']",Robert Schwentke,https://image.tmdb.org/t/p/w500/8eeK3OB5PeSRQD7BpZcGZKkehG.jpg
9563,Any Given Sunday,['Drama'],"['american football', 'trainer', 'training', 'american football coach', 'sport', 'american football stadium']",Oliver Stone,https://image.tmdb.org/t/p/w500/bysZeUvSPZPJnku4qkHF34CdgMG.jpg
547,The Horse Whisperer,"['Drama', 'Romance']","['love triangle', 'new york', 'montana', 'attachment to nature', 'confidence', 'horseback riding', 'horse', 'riding accident', 'career woman', 'ranch', 'horse whisperer', 'trauma', 'country life', 'marriage crisis', 'crisis', 'travel', 'mother daughter relationship', 'animal', 'nature']",Robert Redford,https://image.tmdb.org/t/p/w500/ptkDeHY2mRJVyNRyxb9TgyAjTYs.jpg
1538,Collateral,"['Drama', 'Crime', 'Thriller']","['california', 'taxi', 'assassin', 'hostage', 'taxi driver', 'fbi', 'hitman', 'police', 'los angeles', 'murderer', 'crime', 'criminal', 'gun violence']",Michael Mann,https://image.tmdb.org/t/p/w500/nV5316WUsVij8sVXLCF1g7TFitg.jpg
9334,The Scorpion King,"['Action', 'Fantasy', 'Adventure']","['egypt', 'temple']",Chuck Russell,https://image.tmdb.org/t/p/w500/aITIsX20tACn6jgtyDcCYpRT216.jpg
11128,Ladder 49,"['Drama', 'Action', 'Thriller']","['ledge', 'practical joke']",Jay Russell,https://image.tmdb.org/t/p/w500/aJWQNUUHVcI7kvlVdUzPS9J8XHt.jpg
75780,Jack Reacher,"['Crime', 'Drama', 'Thriller']","['based on novel', 'sniper', 'investigation', 'police', 'quarry']",Christopher McQuarrie,https://image.tmdb.org/t/p/w500/uQBbjrLVsUibWxNDGA4Czzo8lwz.jpg
8914,Deep Blue Sea,"['Action', 'Science Fiction', 'Thriller']","['shark attack', 'shark', ""alzheimer's disease"", 'killer shark', 'no opening credits']",Renny Harlin,https://image.tmdb.org/t/p/w500/fyn0zyCI4kIlbDoHH0Hzv09hDC5.jpg
13576,This Is It,"['Music', 'Documentary']","['pop star', 'music', 'concert', 'aftercreditsstinger', 'duringcreditsstinger']",Kenny Ortega,https://image.tmdb.org/t/p/w500/8GvQzHFSqr9KhyVxLEpB5dXPOWG.jpg
